country,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,label
Algeria,0.22159095986696645,-0.14403456381693563,0.19353457519830775,-0.2577589615728699,0.04923978632038009,-0.09227704910534132,-0.07254667226358955,0.1649762599533579,-0.010781594825667484,-0.18761897919175716,0.016455873736245533,-0.013556079036134969,0.23312406263440316,-0.03445154495156144,0.307246843711302,-0.3552226095511581,-0.006836774177284538,0.04200628949416765,0.0498475603466505,-0.15993718848812896,0.2466123086501921,0.09546215943491426,-0.24302286661976077,-0.09926818833411005,1
Argentina,-2.514651111285179,4.366812822561982,0.8856477735180306,2.2891840965747363,-1.1639704745826762,-4.532136298607451,5.207687390355776,-2.0707566597777536,-5.869401873993102,6.0506962087554506,5.663552164259539,0.7652631005018975,-3.5972945751555407,-3.3989024837127886,2.4722904163934913,5.93478365278143,-6.065011568481591,-2.141208814890998,3.517870515180853,0.7311201527141762,6.479120013999093,-2.2517625163584647,2.0219431472340865,2.1645548111190323,1
Australia,1.5560810555246292,-0.5610846808950853,1.0673207558033617,-0.7428952981988104,-0.5344346746754596,0.3933040698321548,1.4928483147711908,-0.6650998122196796,0.6716729518285582,-0.18957965782480102,-0.2533946683262869,0.7982777670348504,0.902520431360756,0.051382299051063285,2.728832036613273,1.8545050518420467,-1.097873832650457,-1.8587415970637444,-1.1808975581209218,2.8330398064100635,4.7577378928701854,0.3539444105577765,6.66210012834652,3.61570445662376,1
Belgium,0.04362474068910893,0.05435203639328856,-0.05345954169542677,0.10581757148518234,0.039514472726355665,-0.03660410456317387,-0.038866031089032194,0.11733211546058786,-0.03164319813389782,0.13852947009961425,-0.01811050752363408,-0.00729328897012016,0.0038734920019817265,0.15853348261634737,0.23838222393286124,0.3315353226647908,0.14781673168233822,0.31980200122224267,0.06334099204250165,0.5344191263740008,0.5624997987505456,1.111464299098258,0.13868435242367472,0.76684893023541,1
Brazil,9.756433130184064,11.309724641078617,107.5842073005083,18.490205159957213,-123.46379376846505,-15.848677197311758,8.902263256711876,7.649688632961784,-102.37046247362355,6.281242076583737,-133.69672064342882,7.530744430298569,41.11894392523345,-0.11833970189746879,54.77943055927324,-10.346208367514464,42.658297503479844,-63.37897573039902,102.36860635727925,-86.46480114231338,45.82147516828746,-46.29112315832322,-32.70035912395912,-9.130219246055674,4
Canada,-9.524667461280671,13.503610797403383,-11.833162823355252,-4.384885800192649,13.34499312846387,25.13669061657896,13.747816527436612,0.07207085659337054,12.116657000338307,11.185138055566313,-22.717835982672625,18.57722934722642,3.5255439802714363,-20.6853135528458,31.775004290118773,-5.537474950690296,29.001362154671938,25.032279792945246,1.903579210711655,-10.821540761702522,10.010452371972747,15.484933847527543,12.417005780381714,-2.9182669934737646,5
Chile,8.307227878230313,13.874118742220318,-1.8396345902262539,-5.577504747692334,-0.2517345074389645,-5.323886532112578,4.879797298863618,-8.71441094666142,-4.142783663041602,3.2037367339411347,1.5832780495919963,2.888328843112177,-3.000886170065197,1.1998323303497678,6.224696455329028,2.7654465077742145,-6.541986304045071,3.448375635456152,1.6575663915978858,-7.609799976666395,2.972429269751256,-0.3814518609219384,-0.14002506012772997,2.3007886652642604,1
China,-7.1420814609098215,7.686854824348899,31.25703439906735,22.56950899464283,34.939113442760885,5.025742036729298,-1.1714493129805987,23.02390631571575,-21.559211458497202,27.160279106891267,73.53252210268437,6.448525286713334,-2.0328315766951732,71.95100934192743,54.5905207370555,47.529881648146784,28.423559218761397,113.0991909994907,51.04131073499423,144.91220078321328,-24.119852969162594,233.6564180594496,81.2875286820231,161.87801965991684,3
Colombia,-0.6739861106778235,-10.6416053230047,9.150301812183262,5.269894452916866,-0.1506320103380432,13.331368146354535,-21.103803409676026,2.0611889403070265,11.624318312309683,-7.479914860681113,-2.351334349640041,3.4219393558978695,8.683496849137832,3.4986464055436386,-1.5042694142720094,0.7559303710403995,5.215861682639506,3.057965585691967,-11.4386404423119,-3.2839682101547822,19.835713705874532,-9.391094739504538,-5.810844085010324,2.8917821508588517,5
France,1.6672575276350727,0.16912656622261224,-3.2833771987376483,1.755976024957329,-0.07908825497543859,-0.7058046305247725,-0.8766665413651094,2.0929045889626927,0.5987396676766075,-0.4878027998005017,0.11634777245425454,-1.956403319506089,0.08996768611582517,-0.11445429318776057,-0.5968532831718925,0.5088002653658492,1.0730402586328065,0.6604983954629784,-0.4404985210161261,1.3904295139974163,-3.804051906239078,2.051037458953102,1.6591678567588417,-3.573824173386317,1
Germany,-0.4922760532315138,1.7008824972266865,0.5922237957010665,2.28747394155436,1.7514897411683066,0.39838196893976985,-4.1896705715954035,1.5854506451467074,1.7617502554230207,4.823283486346959,2.437707347462542,5.326175297514254,0.24047638952877293,8.117401785479117,3.8899175180432906,6.122230029656613,15.9081313805317,-0.6089679847806622,1.654780478924792,7.5193280070274255,18.172156702299887,19.05682789546114,7.052870839543004,8.256771003834402,5
India,1.0850423022707218,-2.5755110851465304,2.33411149497951,12.164439016407485,-9.12981302075653,-3.3986315413575454,3.205233165718411,7.4600708001419065,-0.7096784327514314,-5.252656532314347,-0.844703698709452,-6.318642282007673,13.440517689910834,13.614579290873564,20.301183403718596,15.778263614820517,13.869943503472228,-8.064121183301694,4.331353274691082,10.779329525775523,24.153073875849742,-2.652961101222161,16.07232666092534,0.9383625328127323,5
Indonesia,1.5243164913117138,4.053605878121646,-2.571291281329291,-3.9050498716270354,2.422980838670199,-0.08877393983224202,-4.59057422647218,8.506250950139219,-2.82573890115345,1.9058381436346679,4.314381035491511,-2.077743953040642,-0.34223149083489446,-0.3469633319949317,0.8889430026623479,-1.9111072014166517,2.7893694879741986,0.859019002499128,1.0517711623890555,7.247213223421873,-6.700592269831329,-1.6637252262599276,2.6850409670613757,1.171497070165774,1
Italy,9.183490210172852,-0.5100089214763628,-1.743275994726993,1.7115302358648066,-4.2441589629087275,3.6627036462073264,-0.7970688278149396,0.6204174232651738,2.661928641992816,-0.6368476307666882,1.8271990240579399,-3.311870415926741,-1.7832294719380144,7.933013582988224,-5.817254496855433,0.7064749801419339,-3.0738449915835773,6.558716229175637,6.496617524132176,5.637511368739929,3.426812157811824,6.756225846748173,13.432366524056803,9.167467376134297,1
Japan,4.594730093858971,-8.468375388442965,6.774969478841271,-14.89125933404398,7.698880523743881,-1.2595588216049407,4.86239183425355,0.03437507670797402,-2.3527526629758526,0.7637750076422662,-1.6704065176831335,1.6746023103676961,10.982339624949617,-2.595294943949824,-9.383091372939823,4.971348458591443,-1.6202162259260717,-1.0185939610658323,-2.2645447603564577,12.849132158479506,13.53021636392171,3.3201279356206896,9.186787350773358,8.70151122014093,5
Kazakhstan,-0.4850028632942962,-0.28189447354236385,0.9894921078464272,5.702805480422704,-5.29450631236946,-1.1502589175610876,-1.7206553681531975,0.18051428571428474,-0.2383952807440579,5.025036368286543,-1.6086469856658088,4.577925152488591,-0.5612048034982156,-1.8900092666924255,-0.4782981269477542,2.2755884564563953,-1.2724779943728404,-1.7929206281187131,-1.5371250963199152,2.629521449119787,-0.601717006367819,-0.8403847044429913,-0.17039652831538454,0.8361523681263598,1
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Malaysia,1.3149071421754561,-0.45230635470479363,-0.04871178334961179,1.6023579326501345,-1.0375712738127731,-1.3697181980381474,-1.0818396155202108,0.5738551774589609,2.6718513816119316,-0.4431768420638251,0.2244116957954203,-1.722355700363333,-0.08466814116641164,0.9820676127844683,-0.02867974031013798,0.9782986103400386,0.12698983830836053,1.7073235370651254,-0.8552058415414185,-0.33866218135415593,1.340315463437526,0.8966160404655277,2.3714547412473035,2.22179027699438,1
Mexico,-0.5807985665057984,6.8269544986162956,1.9934686016930954,-9.20426543865792,7.849928303867024,2.6307710042698247,-6.912854260087904,-1.3211022771286238,8.68487306144187,-0.75834571505235,-6.9054562792259375,-4.564279465354222,-5.248844934994388,5.1963042775054795,4.189479431397416,-0.492240213764525,-2.867231495371364,7.984348820832608,-9.975335739535975,8.589655489072268,-2.7086221111232334,-1.2930502444014706,-3.0197509971426406,10.632828778973884,1
Netherlands,0.0901145721528146,0.048330858563621626,0.11403775236262037,0.1514841952855117,0.15679137239246033,0.32347280735304595,0.22129812009104044,0.27471889896661206,0.1064228478902347,0.41745104964589563,0.30604003318380046,0.5498261169069965,0.007984897814020453,1.1593843076994728,1.926943661407165,0.2244567807952702,-0.47288671129656645,1.3571597950052636,0.48130936961270177,0.21860646114131654,0.9931221544675211,0.8527335265528215,-0.1619336857910092,-0.12381207844569353,1
New Zealand,-1.2141182873111305,-0.7676765806263184,1.7433534589823019,4.651339254674657,1.264756507153482,-4.177341852735648,-3.332605812758217,3.6402847568029273,-4.3604647226848385,1.4416161762674378,-3.3721331908255685,3.0999696397460497,-0.47073490093285386,5.011612124252682,-4.050247299933705,0.0863799292581291,-1.7846714693345724,0.5185821441033092,2.7788653376699877,0.5301547665518775,2.853345404287861,-1.324651030086894,-0.539444480560892,4.900800289365812,1
Nigeria,3.2270448964632577,0.9430649694197246,-0.7325244548212906,-1.4979500552085687,-0.011740792591118598,0.19007514509758927,0.1525286967965762,0.42754489551176267,0.9455322879880441,0.4783452128212762,0.4512409841372662,0.4527257364842985,-1.4416201030290523,0.1592338101968842,0.8516644749226856,-2.387007517965727,0.04163511659807906,0.03178395061728523,-1.9099538416785435,1.4954448273732321,0.0747119875353004,-0.38986018642543563,-0.5471280647622931,-0.15863005724020418,1
Norway,-49.52763809524777,2315.4511999998404,20.168200000191973,-2431.1279142858275,-242.2975915967545,-1200.496694117568,890.2583333333687,619.1082298245965,-285.5604177033315,468.76874025976394,-1422.685552381039,308.1619904762383,-630.2896238095157,-159.22750769238223,428.790415239469,-400.2441604883202,-382.8123586867373,643.4622573905831,-1749.6854830060724,-77.22727452130414,59.130471130700414,261.80857462415213,-100.28221118313172,21.335151106029798,2
Poland,0.05945516062259504,0.23099990973242068,-0.5963360917141678,0.17475218106628443,-0.46855067463762534,0.3279127804074884,-0.3718663773997113,0.5626409538552002,-0.2311651390028553,-0.31731749744835636,0.4458717454109493,-0.48941441059452284,-0.736995164233071,0.9988198930277834,0.7460106210985984,-0.2268161729562106,0.8749566937923587,1.4977784323258057,2.3148128987512866,2.792783309226408,2.1326265819046952,4.445078783238024,0.17633054021062833,3.1070603668572936,1
Portugal,-0.02538786883515698,-3.7393197283065005,3.606482943929497,2.7310692250870616,-2.4296395142589837,6.553562635491486,-1.622685431321722,-1.3816730212131514,-5.47755105001683,3.692274813578731,2.040856270683596,-5.040047315008898,7.187355250959537,-5.351429088472841,-3.133627754362469,5.843817890382577,-0.10978653927711512,-1.1218368250182564,2.9458781193707306,6.313941650852895,-3.0586354340201822,-1.1443634607390543,11.885868998735862,0.632955554457542,1
Romania,6.136309238658065,0.8948994180214491,1.4983202558289506,-3.2954347737109906,5.940032441832521,-2.8927495271172425,3.389701313320767,1.7261224109543711,-2.8724990771107564,-7.3767204861464215,-0.05465852188428855,1.75751636996387,-4.3443823568137,3.077842446974003,4.282475248994274,-3.4913288875416804,-3.719790952059416,-0.007791519361379784,-1.9781492117475157,4.504072276029776,-3.812889700855475,-1.9752338707293973,3.157289927641955,5.442368710905502,1
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
South Africa,1.0299080917802104,-1.8795430920912914,-0.6661425465790933,1.1845037311005777,-0.7576204349738371,1.891135112238067,1.3897508028579124,-0.38632833042129633,-0.986096011429674,0.8468452168530467,0.3858568221247065,0.33296600473689075,-0.886465769275814,1.2058540541269922,-0.6474237014924125,1.6703248357672118,-2.176225771279862,0.7224141061023097,-0.3400740302033034,1.5077279711219544,-0.4597288259707666,-0.7487645086209502,0.14016109295355506,2.923022813099866,1
Spain,1.2060186893364815,-4.115508510704316,1.6874583632428486,2.615969958118738,-1.8787337005471265,9.11984140396153,-2.6722614231051196,-0.384407336603811,-4.2611852730490085,4.9636212155303525,7.060370189086051,-7.926795664796963,11.233993588873922,-4.683328273851785,-3.925298477073426,5.135869794938827,4.911153635503261,-3.2335114538243026,5.336091728659671,8.112911783405302,0.06229900855372961,3.394325616485901,10.50328620440336,2.2984402849174685,1
Sweden,-1.1635961253976994,1.4336437378966433,0.9697961093603968,-2.6263981412763577,0.9062105383271124,-0.5588062338074469,0.9077969430033281,0.9281506384028493,-1.5212841222573434,1.8128370660780604,-0.715163163782643,1.1868279495722867,-0.9090041704133274,0.34461158642860923,1.7909692209269323,0.2747515740677997,-0.8372814574573635,1.5311296031320527,2.212766957988208,1.2461076727651026,-3.354855233914371,1.564581588386691,-3.289727166406621,0.6962509555891785,1
Thailand,-0.17502292866139335,-0.4937203841338107,-0.5130069957728356,0.6122299991237128,1.8000466737228389,1.019246661850918,-0.35492941966459846,-1.600731688089847,-0.871372550400717,1.5113373058890485,0.1130243580643917,0.9978671155656498,0.12319641116729851,-0.8269566449810526,0.007046018375306495,1.4919526776271814,0.7418812237239125,-0.15480598039750237,-0.39236982729076875,-0.8134548253361622,2.936682425506471,1.1872404570014812,0.9693644265045318,0.9696595358892779,1
Turkey,-2.628823764110379,4.246743680609438,8.649483004748305,-4.970528317161197,4.1512365728162735,5.876903709922438,-2.779031133032099,2.5769183588568794,-11.374549551595603,-5.977906325428098,-6.0228021592307,6.099374342839763,-0.9532022237397157,8.292668817735677,-6.266788082089352,4.144675889771285,-5.5074555278535335,-1.0118287640086336,3.5330639672120654,13.832134954508383,1.232879169928779,5.17912447003544,2.1157267213018187,-11.43420971291004,1
Ukraine,1.2124040795091187,-4.890606036200625,4.278785603967913,0.816034440147936,-2.367907462546029,-3.0736122695574757,0.7440837917716507,5.520413108837269,-1.499649406083881,-3.1223766776039703,-0.055682013588405965,-1.9637644301347619,0.2061654534143873,0.8272052339482459,1.7053193588365119,-0.4510830509686201,-2.2090518408906767,1.186973227352782,0.09550700886506469,0.9048607686484331,-1.4868863632117577,0.4010846013688649,3.0039535788569864,-4.6470131098114305,1
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06130143128815934,0.13653576915303187,1
United Kingdom,-0.8677471584303067,1.077452851565206,-1.2851886467039781,0.8851860965775176,-0.2698526406819095,-0.957957231877792,0.5041983332050046,1.0858429848313857,1.37949923761711,0.28337975127857096,-0.42391950836580605,0.9483155694654588,-0.16987851143077748,2.2879935699888065,2.2036821976717604,1.7681900576794103,0.7387320996588063,1.3686381806294339,0.46214545500621895,0.3401819550917118,5.696067714566627,6.956813613658991,7.681406845541172,6.071287785116326,1
United States,-16.514059894297475,-10.452814507174992,23.275483896135142,-18.036597740156083,38.17628922854925,36.339050084640576,-4.103025178147277,-38.72207179222477,-21.707905685376602,-21.571617324512317,-46.56681523252797,57.76136649032196,12.802150370903632,-6.3009951536139965,1.698321251656182,16.661801310166766,-22.973560346578665,14.531566322540527,15.946288688531183,6.060024369251778,54.79632062109721,-23.687203021340338,21.459116883153854,10.28850280066007,0
Uzbekistan,-0.40301319438544514,0.8687726714000661,1.807186506835814,-0.8448551805245206,-2.020297484636899,1.210915999839278,-0.9968572248987133,0.30385053738852097,-0.053664708473443845,0.11150413221000743,0.09506499300440119,0.19267730131503935,1.6329762991511263,1.6207561290541044,-0.8105672629404985,0.47313188729875577,-3.0423546600494413,5.7466125286653975,-2.7261638918877438,1.4481803016738635,-0.47147128419334194,1.1148759714919585,-0.0493465189109088,0.28266279354536294,1
